SST,SST_2,WORKYEAR,NIDO,DATE,Time0,Time,Event,BroodReduction,HatchAsync,PROPORTIONALRANK
26.272377252,690.237806471407,2013,13-124,2013-03-29,3,4,0,0,6,0.1685237
26.89851839,723.5302915771682,2013,13-124,2013-04-05,4,5,0,0,6,0.1685237
26.89851839,723.5302915771682,2013,13-124,2013-04-12,5,6,0,0,6,0.1685237
26.89851839,723.5302915771682,2013,13-124,2013-04-19,6,7,0,0,6,0.1685237
26.89851839,723.5302915771682,2013,13-124,2013-04-26,7,8,0,0,6,0.1685237
26.89851839,723.5302915771682,2013,13-124,2013-05-03,8,9,0,0,6,0.1685237
27.124261295,735.725550799435,2013,13-124,2013-05-07,9,10,0,0,6,0.1685237
25.652759485714284,658.0640692319042,2013,13-245,2013-03-21,1,2,0,0,3,0.3082637
26.272377252,690.237806471407,2013,13-245,2013-03-28,2,3,0,0,3,0.3082637
26.89851839,723.5302915771682,2013,13-245,2013-04-04,3,4,0,0,3,0.3082637
26.89851839,723.5302915771682,2013,13-245,2013-04-11,4,5,0,0,3,0.3082637
26.89851839,723.5302915771682,2013,13-245,2013-04-18,5,6,0,0,3,0.3082637
26.89851839,723.5302915771682,2013,13-245,2013-04-25,6,7,0,0,3,0.3082637
26.89851839,723.5302915771682,2013,13-245,2013-05-02,7,8,0,0,3,0.3082637
27.124261295,735.725550799435,2013,13-245,2013-05-09,8,9,0,0,3,0.3082637
27.124261295,735.725550799435,2013,13-245,2013-05-13,9,10,0,0,3,0.3082637
25.652759485714284,658.0640692319042,2013,13-104,2013-03-24,1,2,0,0,3,0.356546
26.272377252,690.237806471407,2013,13-104,2013-03-31,2,3,0,1,3,0.356546
26.89851839,723.5302915771682,2013,13-104,2013-04-03,3,4,1,1,3,0.356546
25.652759485714284,658.0640692319042,2013,13-813,2013-03-14,1,2,0,0,3,0.1908078
25.652759485714284,658.0640692319042,2013,13-813,2013-03-21,2,3,0,0,3,0.1908078
26.272377252,690.237806471407,2013,13-813,2013-03-28,3,4,0,0,3,0.1908078
26.89851839,723.5302915771682,2013,13-813,2013-04-04,4,5,0,0,3,0.1908078
26.89851839,723.5302915771682,2013,13-813,2013-04-11,5,6,0,0,3,0.1908078
26.89851839,723.5302915771682,2013,13-813,2013-04-18,6,7,0,0,3,0.1908078
26.89851839,723.5302915771682,2013,13-813,2013-04-25,7,8,0,0,3,0.1908078
26.89851839,723.5302915771682,2013,13-813,2013-05-02,8,9,0,0,3,0.1908078
26.89851839,723.5302915771682,2013,13-813,2013-05-06,9,10,0,0,3,0.1908078
25.652759485714284,658.0640692319042,2013,13-727,2013-03-14,1,2,0,0,6,0.1494893
25.652759485714284,658.0640692319042,2013,13-727,2013-03-21,2,3,0,0,6,0.1494893
26.272377252,690.237806471407,2013,13-727,2013-03-28,3,4,0,1,6,0.1494893
26.89851839,723.5302915771682,2013,13-727,2013-04-04,4,5,1,0,6,0.1494893
26.89851839,723.5302915771682,2013,13-727,2013-04-11,5,6,1,0,6,0.1494893
26.89851839,723.5302915771682,2013,13-727,2013-04-18,6,7,1,0,6,0.1494893
26.89851839,723.5302915771682,2013,13-727,2013-04-25,7,8,1,0,6,0.1494893
26.89851839,723.5302915771682,2013,13-727,2013-05-02,8,9,1,0,6,0.1494893
26.89851839,723.5302915771682,2013,13-727,2013-05-06,9,10,1,1,6,0.1494893
23.472966036666666,550.9801345585068,2011,11-0808,2011-02-22,1,2,0,0,3,0.7953955
22.8324743075,521.3218830026476,2011,11-0808,2011-03-01,2,3,0,0,3,0.7953955
22.542349026666667,508.1574996400596,2011,11-0808,2011-03-08,3,4,0,0,3,0.7953955
23.499893715,552.2450046162965,2011,11-0808,2011-03-15,4,5,0,0,3,0.7953955
24.563357818,603.3585472951017,2011,11-0808,2011-03-22,5,6,0,0,3,0.7953955
24.563357818,603.3585472951017,2011,11-0808,2011-03-29,6,7,0,0,3,0.7953955
24.84486432285714,617.2672832211796,2011,11-0808,2011-04-05,7,8,0,0,3,0.7953955
24.84486432285714,617.2672832211796,2011,11-0808,2011-04-12,8,9,0,0,3,0.7953955
25.30329701,640.256839576275,2011,11-0808,2011-04-16,9,10,0,0,3,0.7953955
23.472966036666666,550.9801345585068,2011,11-0145,2011-02-25,1,2,0,0,3,0.8165615
22.8324743075,521.3218830026476,2011,11-0145,2011-03-04,2,3,0,0,3,0.8165615
22.542349026666667,508.1574996400596,2011,11-0145,2011-03-11,3,4,0,0,3,0.8165615
23.499893715,552.2450046162965,2011,11-0145,2011-03-18,4,5,0,0,3,0.8165615
24.563357818,603.3585472951017,2011,11-0145,2011-03-22,5,6,0,1,3,0.8165615
25.632310725,657.01535310295,2018,18-764,2018-03-26,1,2,0,0,3,0.2890516
25.632310725,657.01535310295,2018,18-764,2018-04-02,2,3,0,0,3,0.2890516
25.632310725,657.01535310295,2018,18-764,2018-04-09,3,4,0,0,3,0.2890516
25.139402233333332,631.9895446493249,2018,18-764,2018-04-16,4,5,0,0,3,0.2890516
26.67131591,711.3590923710192,2018,18-764,2018-04-23,5,6,0,0,3,0.2890516
26.67131591,711.3590923710192,2018,18-764,2018-04-30,6,7,0,0,3,0.2890516
27.707091311666666,767.6829089530345,2018,18-764,2018-05-07,7,8,0,0,3,0.2890516
28.94742473,837.9533984990156,2018,18-764,2018-05-14,8,9,0,0,3,0.2890516
28.94742473,837.9533984990156,2018,18-764,2018-05-18,9,10,0,0,3,0.2890516
27.707091311666666,767.6829089530345,2018,18-1401,2018-05-12,1,2,0,0,0,0.706067
28.94742473,837.9533984990156,2018,18-1401,2018-05-17,2,3,0,1,0,0.706067
26.89851839,723.5302915771682,2013,13-149,2013-04-03,1,2,0,1,6,0.4145775
26.89851839,723.5302915771682,2013,13-149,2013-04-09,2,3,1,1,6,0.4145775
25.652759485714284,658.0640692319042,2013,13-549,2013-03-20,1,2,0,0,3,0.2896936
26.272377252,690.237806471407,2013,13-549,2013-03-27,2,3,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-549,2013-04-03,3,4,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-549,2013-04-10,4,5,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-549,2013-04-17,5,6,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-549,2013-04-24,6,7,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-549,2013-05-01,7,8,0,0,3,0.2896936
27.124261295,735.725550799435,2013,13-549,2013-05-08,8,9,0,0,3,0.2896936
27.124261295,735.725550799435,2013,13-549,2013-05-12,9,10,0,0,3,0.2896936
22.542349026666667,508.1574996400596,2011,11-0879,2011-03-05,1,2,0,1,6,0.8380988
23.499893715,552.2450046162965,2011,11-0879,2011-03-12,2,3,1,0,6,0.8380988
24.563357818,603.3585472951017,2011,11-0879,2011-03-19,3,4,1,0,6,0.8380988
24.563357818,603.3585472951017,2011,11-0879,2011-03-26,4,5,1,0,6,0.8380988
24.84486432285714,617.2672832211796,2011,11-0879,2011-04-02,5,6,1,0,6,0.8380988
24.84486432285714,617.2672832211796,2011,11-0879,2011-04-09,6,7,1,0,6,0.8380988
25.30329701,640.256839576275,2011,11-0879,2011-04-16,7,8,1,0,6,0.8380988
25.30329701,640.256839576275,2011,11-0879,2011-04-23,8,9,1,0,6,0.8380988
25.30329701,640.256839576275,2011,11-0879,2011-04-27,9,10,1,1,6,0.8380988
25.652759485714284,658.0640692319042,2013,13-705,2013-03-20,1,2,0,0,3,0.2896936
26.272377252,690.237806471407,2013,13-705,2013-03-27,2,3,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-705,2013-04-03,3,4,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-705,2013-04-10,4,5,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-705,2013-04-17,5,6,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-705,2013-04-24,6,7,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-705,2013-05-01,7,8,0,0,3,0.2896936
27.124261295,735.725550799435,2013,13-705,2013-05-08,8,9,0,1,3,0.2896936
27.124261295,735.725550799435,2013,13-705,2013-05-12,9,10,1,1,3,0.2896936
25.652759485714284,658.0640692319042,2013,13-286,2013-03-18,1,2,0,0,6,0.2172702
25.652759485714284,658.0640692319042,2013,13-286,2013-03-25,2,3,0,0,6,0.2172702
26.272377252,690.237806471407,2013,13-286,2013-04-01,3,4,0,0,6,0.2172702
26.89851839,723.5302915771682,2013,13-286,2013-04-08,4,5,0,1,6,0.2172702
26.89851839,723.5302915771682,2013,13-286,2013-04-09,5,6,1,1,6,0.2172702
25.632310725,657.01535310295,2018,18-693,2018-03-17,1,2,0,0,3,0.1635286
25.632310725,657.01535310295,2018,18-693,2018-03-24,2,3,0,0,3,0.1635286
25.632310725,657.01535310295,2018,18-693,2018-03-31,3,4,0,0,3,0.1635286
25.632310725,657.01535310295,2018,18-693,2018-04-07,4,5,0,0,3,0.1635286
25.632310725,657.01535310295,2018,18-693,2018-04-14,5,6,0,0,3,0.1635286
25.139402233333332,631.9895446493249,2018,18-693,2018-04-21,6,7,0,0,3,0.1635286
26.67131591,711.3590923710192,2018,18-693,2018-04-28,7,8,0,0,3,0.1635286
26.67131591,711.3590923710192,2018,18-693,2018-05-05,8,9,0,0,3,0.1635286
27.707091311666666,767.6829089530345,2018,18-693,2018-05-09,9,10,0,0,3,0.1635286
25.652759485714284,658.0640692319042,2013,13-806,2013-03-20,1,2,0,0,3,0.2896936
26.272377252,690.237806471407,2013,13-806,2013-03-27,2,3,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-806,2013-04-03,3,4,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-806,2013-04-10,4,5,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-806,2013-04-17,5,6,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-806,2013-04-24,6,7,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-806,2013-05-01,7,8,0,1,3,0.2896936
27.124261295,735.725550799435,2013,13-806,2013-05-08,8,9,1,0,3,0.2896936
27.124261295,735.725550799435,2013,13-806,2013-05-12,9,10,1,1,3,0.2896936
26.6292247575,709.115611185451,2014,14-0317,2014-03-20,1,2,0,0,6,0.07333599
26.458351566666668,700.0443676253325,2014,14-0317,2014-03-27,2,3,0,0,6,0.07333599
26.458351566666668,700.0443676253325,2014,14-0317,2014-04-03,3,4,0,1,6,0.07333599
26.458351566666668,700.0443676253325,2014,14-0317,2014-04-05,4,5,1,1,6,0.07333599
25.632310725,657.01535310295,2018,18-574,2018-03-14,1,2,0,0,3,0.1506276
25.632310725,657.01535310295,2018,18-574,2018-03-21,2,3,0,0,3,0.1506276
25.632310725,657.01535310295,2018,18-574,2018-03-28,3,4,0,0,3,0.1506276
25.632310725,657.01535310295,2018,18-574,2018-04-04,4,5,0,0,3,0.1506276
25.632310725,657.01535310295,2018,18-574,2018-04-11,5,6,0,0,3,0.1506276
25.139402233333332,631.9895446493249,2018,18-574,2018-04-18,6,7,0,0,3,0.1506276
26.67131591,711.3590923710192,2018,18-574,2018-04-25,7,8,0,0,3,0.1506276
26.67131591,711.3590923710192,2018,18-574,2018-05-02,8,9,0,0,3,0.1506276
26.67131591,711.3590923710192,2018,18-574,2018-05-06,9,10,0,0,3,0.1506276
25.652759485714284,658.0640692319042,2013,13-605,2013-03-20,1,2,0,0,3,0.2896936
26.272377252,690.237806471407,2013,13-605,2013-03-27,2,3,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-605,2013-04-03,3,4,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-605,2013-04-10,4,5,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-605,2013-04-17,5,6,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-605,2013-04-24,6,7,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-605,2013-05-01,7,8,0,0,3,0.2896936
27.124261295,735.725550799435,2013,13-605,2013-05-08,8,9,0,0,3,0.2896936
27.124261295,735.725550799435,2013,13-605,2013-05-12,9,10,0,0,3,0.2896936
26.6292247575,709.115611185451,2014,14-0136,2014-03-15,1,2,0,0,6,0.03945795
26.6292247575,709.115611185451,2014,14-0136,2014-03-22,2,3,0,0,6,0.03945795
26.458351566666668,700.0443676253325,2014,14-0136,2014-03-29,3,4,0,0,6,0.03945795
26.458351566666668,700.0443676253325,2014,14-0136,2014-04-05,4,5,0,0,6,0.03945795
26.785610390000002,717.4689239648761,2014,14-0136,2014-04-12,5,6,0,0,6,0.03945795
27.911341185,779.0429667454773,2014,14-0136,2014-04-19,6,7,0,1,6,0.03945795
27.911341185,779.0429667454773,2014,14-0136,2014-04-26,7,8,1,0,6,0.03945795
28.5245367075,813.649194377515,2014,14-0136,2014-05-03,8,9,1,0,6,0.03945795
28.5245367075,813.649194377515,2014,14-0136,2014-05-07,9,10,1,1,6,0.03945795
23.9646779,574.3057868507485,2011,11-0549,2011-02-18,1,2,0,0,3,0.7493502
23.472966036666666,550.9801345585068,2011,11-0549,2011-02-25,2,3,0,0,3,0.7493502
22.8324743075,521.3218830026476,2011,11-0549,2011-03-04,3,4,0,0,3,0.7493502
22.542349026666667,508.1574996400596,2011,11-0549,2011-03-11,4,5,0,0,3,0.7493502
23.499893715,552.2450046162965,2011,11-0549,2011-03-18,5,6,0,0,3,0.7493502
24.563357818,603.3585472951017,2011,11-0549,2011-03-25,6,7,0,0,3,0.7493502
24.563357818,603.3585472951017,2011,11-0549,2011-04-01,7,8,0,0,3,0.7493502
24.84486432285714,617.2672832211796,2011,11-0549,2011-04-08,8,9,0,0,3,0.7493502
24.84486432285714,617.2672832211796,2011,11-0549,2011-04-12,9,10,0,0,3,0.7493502
26.09067267,680.723200373085,2017,17-796,2017-03-03,1,2,0,0,3,0.2005303
26.09067267,680.723200373085,2017,17-796,2017-03-10,2,3,0,0,3,0.2005303
24.776497232,613.8748150873037,2017,17-796,2017-03-17,3,4,0,0,3,0.2005303
25.604722774,655.6018283333942,2017,17-796,2017-03-24,4,5,0,0,3,0.2005303
25.604722774,655.6018283333942,2017,17-796,2017-03-31,5,6,0,0,3,0.2005303
25.725,661.7756250000001,2017,17-796,2017-04-07,6,7,0,0,3,0.2005303
26.2231076125,687.6513728567555,2017,17-796,2017-04-14,7,8,0,0,3,0.2005303
26.2231076125,687.6513728567555,2017,17-796,2017-04-21,8,9,0,0,3,0.2005303
26.24997342,689.0611045507065,2017,17-796,2017-04-25,9,10,0,0,3,0.2005303
25.632310725,657.01535310295,2018,18-905,2018-03-28,1,2,0,0,6,0.2970711
25.632310725,657.01535310295,2018,18-905,2018-04-04,2,3,0,0,6,0.2970711
25.632310725,657.01535310295,2018,18-905,2018-04-11,3,4,0,0,6,0.2970711
25.139402233333332,631.9895446493249,2018,18-905,2018-04-18,4,5,0,0,6,0.2970711
26.67131591,711.3590923710192,2018,18-905,2018-04-25,5,6,0,0,6,0.2970711
26.67131591,711.3590923710192,2018,18-905,2018-05-02,6,7,0,0,6,0.2970711
27.707091311666666,767.6829089530345,2018,18-905,2018-05-09,7,8,0,0,6,0.2970711
28.94742473,837.9533984990156,2018,18-905,2018-05-16,8,9,0,0,6,0.2970711
28.94742473,837.9533984990156,2018,18-905,2018-05-20,9,10,0,0,6,0.2970711
25.652759485714284,658.0640692319042,2013,13-823,2013-03-08,1,2,0,1,5,0.1007428
25.652759485714284,658.0640692319042,2013,13-823,2013-03-15,2,3,1,0,5,0.1007428
25.652759485714284,658.0640692319042,2013,13-823,2013-03-22,3,4,1,0,5,0.1007428
26.272377252,690.237806471407,2013,13-823,2013-03-29,4,5,1,0,5,0.1007428
26.89851839,723.5302915771682,2013,13-823,2013-04-05,5,6,1,0,5,0.1007428
26.89851839,723.5302915771682,2013,13-823,2013-04-12,6,7,1,0,5,0.1007428
26.89851839,723.5302915771682,2013,13-823,2013-04-19,7,8,1,0,5,0.1007428
26.89851839,723.5302915771682,2013,13-823,2013-04-26,8,9,1,0,5,0.1007428
26.89851839,723.5302915771682,2013,13-823,2013-04-30,9,10,1,1,5,0.1007428
25.139402233333332,631.9895446493249,2018,18-841,2018-04-19,1,2,0,0,6,0.4459554
26.67131591,711.3590923710192,2018,18-841,2018-04-26,2,3,0,0,6,0.4459554
26.67131591,711.3590923710192,2018,18-841,2018-05-03,3,4,0,0,6,0.4459554
27.707091311666666,767.6829089530345,2018,18-841,2018-05-10,4,5,0,0,6,0.4459554
28.94742473,837.9533984990156,2018,18-841,2018-05-17,5,6,0,0,6,0.4459554
29.25480772,855.8437747341716,2018,18-841,2018-05-24,6,7,0,0,6,0.4459554
29.493685501999998,869.8774844908849,2018,18-841,2018-05-31,7,8,0,0,6,0.4459554
30.0098828325,900.5930676203783,2018,18-841,2018-06-07,8,9,0,0,6,0.4459554
30.0098828325,900.5930676203783,2018,18-841,2018-06-11,9,10,0,0,6,0.4459554
22.8324743075,521.3218830026476,2011,11-0767,2011-02-27,1,2,0,0,0,0.8380988
22.542349026666667,508.1574996400596,2011,11-0767,2011-03-06,2,3,0,0,0,0.8380988
23.499893715,552.2450046162965,2011,11-0767,2011-03-13,3,4,0,0,0,0.8380988
24.563357818,603.3585472951017,2011,11-0767,2011-03-20,4,5,0,0,0,0.8380988
24.563357818,603.3585472951017,2011,11-0767,2011-03-27,5,6,0,0,0,0.8380988
24.84486432285714,617.2672832211796,2011,11-0767,2011-04-03,6,7,0,0,0,0.8380988
24.84486432285714,617.2672832211796,2011,11-0767,2011-04-10,7,8,0,0,0,0.8380988
25.30329701,640.256839576275,2011,11-0767,2011-04-17,8,9,0,0,0,0.8380988
25.30329701,640.256839576275,2011,11-0767,2011-04-21,9,10,0,0,0,0.8380988
23.472966036666666,550.9801345585068,2011,11-0746,2011-02-19,1,2,0,0,3,0.7660602
22.8324743075,521.3218830026476,2011,11-0746,2011-02-26,2,3,0,0,3,0.7660602
22.542349026666667,508.1574996400596,2011,11-0746,2011-03-05,3,4,0,0,3,0.7660602
23.499893715,552.2450046162965,2011,11-0746,2011-03-12,4,5,0,0,3,0.7660602
24.563357818,603.3585472951017,2011,11-0746,2011-03-19,5,6,0,0,3,0.7660602
24.563357818,603.3585472951017,2011,11-0746,2011-03-26,6,7,0,0,3,0.7660602
24.84486432285714,617.2672832211796,2011,11-0746,2011-04-02,7,8,0,0,3,0.7660602
24.84486432285714,617.2672832211796,2011,11-0746,2011-04-09,8,9,0,0,3,0.7660602
24.84486432285714,617.2672832211796,2011,11-0746,2011-04-13,9,10,0,0,3,0.7660602
28.007079624,784.396509065076,2012,12-564,2012-05-15,1,2,0,0,6,0.5162398
28.7911213675,828.9286695981151,2012,12-564,2012-05-22,2,3,0,0,6,0.5162398
28.7911213675,828.9286695981151,2012,12-564,2012-05-29,3,4,0,0,6,0.5162398
28.7911213675,828.9286695981151,2012,12-564,2012-06-05,4,5,0,0,6,0.5162398
29.579825226666667,874.9660604401457,2012,12-564,2012-06-12,5,6,0,0,6,0.5162398
29.579825226666667,874.9660604401457,2012,12-564,2012-06-19,6,7,0,0,6,0.5162398
29.579825226666667,874.9660604401457,2012,12-564,2012-06-26,7,8,0,0,6,0.5162398
29.579825226666667,874.9660604401457,2012,12-564,2012-07-03,8,9,0,0,6,0.5162398
29.579825226666667,874.9660604401457,2012,12-564,2012-07-07,9,10,0,0,6,0.5162398
25.652759485714284,658.0640692319042,2013,13-263,2013-03-18,1,2,0,0,3,0.2688022
25.652759485714284,658.0640692319042,2013,13-263,2013-03-25,2,3,0,1,3,0.2688022
26.272377252,690.237806471407,2013,13-263,2013-03-31,3,4,1,1,3,0.2688022
26.21673508,687.3171982549026,2017,17-744,2017-02-16,1,2,0,0,3,0.023533310000000002
26.115229468333332,682.0052101837057,2017,17-744,2017-02-23,2,3,0,0,3,0.023533310000000002
26.09067267,680.723200373085,2017,17-744,2017-03-02,3,4,0,0,3,0.023533310000000002
26.09067267,680.723200373085,2017,17-744,2017-03-09,4,5,0,0,3,0.023533310000000002
24.776497232,613.8748150873037,2017,17-744,2017-03-16,5,6,0,0,3,0.023533310000000002
25.604722774,655.6018283333942,2017,17-744,2017-03-23,6,7,0,0,3,0.023533310000000002
25.604722774,655.6018283333942,2017,17-744,2017-03-30,7,8,0,0,3,0.023533310000000002
25.725,661.7756250000001,2017,17-744,2017-04-06,8,9,0,0,3,0.023533310000000002
26.2231076125,687.6513728567555,2017,17-744,2017-04-10,9,10,0,0,3,0.023533310000000002
25.652759485714284,658.0640692319042,2013,13-513,2013-03-20,1,2,0,0,3,0.2896936
26.272377252,690.237806471407,2013,13-513,2013-03-27,2,3,0,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-513,2013-04-03,3,4,0,1,3,0.2896936
26.89851839,723.5302915771682,2013,13-513,2013-04-10,4,5,1,0,3,0.2896936
26.89851839,723.5302915771682,2013,13-513,2013-04-17,5,6,1,1,3,0.2896936
25.652759485714284,658.0640692319042,2013,13-137,2013-03-12,1,2,0,0,6,0.132312
25.652759485714284,658.0640692319042,2013,13-137,2013-03-19,2,3,0,0,6,0.132312
26.272377252,690.237806471407,2013,13-137,2013-03-26,3,4,0,0,6,0.132312
26.89851839,723.5302915771682,2013,13-137,2013-04-02,4,5,0,0,6,0.132312
26.89851839,723.5302915771682,2013,13-137,2013-04-09,5,6,0,0,6,0.132312
26.89851839,723.5302915771682,2013,13-137,2013-04-16,6,7,0,0,6,0.132312
26.89851839,723.5302915771682,2013,13-137,2013-04-23,7,8,0,0,6,0.132312
26.89851839,723.5302915771682,2013,13-137,2013-04-30,8,9,0,0,6,0.132312
26.89851839,723.5302915771682,2013,13-137,2013-05-04,9,10,0,0,6,0.132312
26.09067267,680.723200373085,2017,17-866,2017-03-09,1,2,0,0,6,0.2456082
24.776497232,613.8748150873037,2017,17-866,2017-03-16,2,3,0,0,6,0.2456082
25.604722774,655.6018283333942,2017,17-866,2017-03-23,3,4,0,0,6,0.2456082
25.604722774,655.6018283333942,2017,17-866,2017-03-30,4,5,0,0,6,0.2456082
25.725,661.7756250000001,2017,17-866,2017-04-06,5,6,0,0,6,0.2456082
26.2231076125,687.6513728567555,2017,17-866,2017-04-13,6,7,0,0,6,0.2456082
26.2231076125,687.6513728567555,2017,17-866,2017-04-20,7,8,0,0,6,0.2456082
26.24997342,689.0611045507065,2017,17-866,2017-04-27,8,9,0,0,6,0.2456082
27.418774144285713,751.7891755753508,2017,17-866,2017-05-01,9,10,0,0,6,0.2456082
25.652759485714284,658.0640692319042,2013,13-609,2013-03-14,1,2,0,0,3,0.1908078
25.652759485714284,658.0640692319042,2013,13-609,2013-03-21,2,3,0,0,3,0.1908078
26.272377252,690.237806471407,2013,13-609,2013-03-28,3,4,0,0,3,0.1908078
26.89851839,723.5302915771682,2013,13-609,2013-04-04,4,5,0,0,3,0.1908078
26.89851839,723.5302915771682,2013,13-609,2013-04-11,5,6,0,0,3,0.1908078
26.89851839,723.5302915771682,2013,13-609,2013-04-18,6,7,0,0,3,0.1908078
26.89851839,723.5302915771682,2013,13-609,2013-04-25,7,8,0,0,3,0.1908078
26.89851839,723.5302915771682,2013,13-609,2013-05-02,8,9,0,0,3,0.1908078
26.89851839,723.5302915771682,2013,13-609,2013-05-06,9,10,0,0,3,0.1908078
25.652759485714284,658.0640692319042,2013,13-812,2013-03-17,1,2,0,0,6,0.1908078
25.652759485714284,658.0640692319042,2013,13-812,2013-03-24,2,3,0,0,6,0.1908078
26.272377252,690.237806471407,2013,13-812,2013-03-31,3,4,0,0,6,0.1908078
26.89851839,723.5302915771682,2013,13-812,2013-04-07,4,5,0,0,6,0.1908078
26.89851839,723.5302915771682,2013,13-812,2013-04-14,5,6,0,0,6,0.1908078
26.89851839,723.5302915771682,2013,13-812,2013-04-21,6,7,0,0,6,0.1908078
26.89851839,723.5302915771682,2013,13-812,2013-04-28,7,8,0,0,6,0.1908078
26.89851839,723.5302915771682,2013,13-812,2013-05-05,8,9,0,0,6,0.1908078
27.124261295,735.725550799435,2013,13-812,2013-05-09,9,10,0,0,6,0.1908078
26.458351566666668,700.0443676253325,2014,14-0557,2014-03-26,1,2,0,0,6,0.110004
26.458351566666668,700.0443676253325,2014,14-0557,2014-04-02,2,3,0,0,6,0.110004
26.785610390000002,717.4689239648761,2014,14-0557,2014-04-09,3,4,0,0,6,0.110004
27.911341185,779.0429667454773,2014,14-0557,2014-04-16,4,5,0,0,6,0.110004
27.911341185,779.0429667454773,2014,14-0557,2014-04-23,5,6,0,0,6,0.110004
28.5245367075,813.649194377515,2014,14-0557,2014-04-30,6,7,0,0,6,0.110004
28.5245367075,813.649194377515,2014,14-0557,2014-05-07,7,8,0,0,6,0.110004
29.337425670000002,860.684544942775,2014,14-0557,2014-05-14,8,9,0,0,6,0.110004
29.337425670000002,860.684544942775,2014,14-0557,2014-05-18,9,10,0,0,6,0.110004
25.652759485714284,658.0640692319042,2013,13-707,2013-03-20,1,2,0,0,6,0.2441968
26.272377252,690.237806471407,2013,13-707,2013-03-27,2,3,0,0,6,0.2441968
26.89851839,723.5302915771682,2013,13-707,2013-04-03,3,4,0,0,6,0.2441968
26.89851839,723.5302915771682,2013,13-707,2013-04-10,4,5,0,0,6,0.2441968
26.89851839,723.5302915771682,2013,13-707,2013-04-17,5,6,0,0,6,0.2441968
26.89851839,723.5302915771682,2013,13-707,2013-04-24,6,7,0,0,6,0.2441968
26.89851839,723.5302915771682,2013,13-707,2013-05-01,7,8,0,0,6,0.2441968
27.124261295,735.725550799435,2013,13-707,2013-05-08,8,9,0,0,6,0.2441968
27.124261295,735.725550799435,2013,13-707,2013-05-12,9,10,0,0,6,0.2441968
27.5264638,757.7062093327104,2017,17-1496,2017-05-31,1,2,0,0,6,0.8730527
27.5264638,757.7062093327104,2017,17-1496,2017-06-07,2,3,0,1,6,0.8730527
27.5264638,757.7062093327104,2017,17-1496,2017-06-10,3,4,1,1,6,0.8730527
25.632310725,657.01535310295,2018,18-824,2018-03-20,1,2,0,0,3,0.2161785
25.632310725,657.01535310295,2018,18-824,2018-03-27,2,3,0,0,3,0.2161785
25.632310725,657.01535310295,2018,18-824,2018-04-03,3,4,0,0,3,0.2161785
25.632310725,657.01535310295,2018,18-824,2018-04-10,4,5,0,0,3,0.2161785
25.139402233333332,631.9895446493249,2018,18-824,2018-04-17,5,6,0,0,3,0.2161785
26.67131591,711.3590923710192,2018,18-824,2018-04-24,6,7,0,0,3,0.2161785
26.67131591,711.3590923710192,2018,18-824,2018-05-01,7,8,0,0,3,0.2161785
27.707091311666666,767.6829089530345,2018,18-824,2018-05-08,8,9,0,0,3,0.2161785
27.707091311666666,767.6829089530345,2018,18-824,2018-05-12,9,10,0,0,3,0.2161785
26.6292247575,709.115611185451,2014,14-0584,2014-03-20,1,2,0,0,3,0.09326425
26.458351566666668,700.0443676253325,2014,14-0584,2014-03-27,2,3,0,1,3,0.09326425
26.458351566666668,700.0443676253325,2014,14-0584,2014-04-03,3,4,1,0,3,0.09326425
26.785610390000002,717.4689239648761,2014,14-0584,2014-04-10,4,5,1,0,3,0.09326425
27.911341185,779.0429667454773,2014,14-0584,2014-04-17,5,6,1,0,3,0.09326425
27.911341185,779.0429667454773,2014,14-0584,2014-04-24,6,7,1,0,3,0.09326425
28.5245367075,813.649194377515,2014,14-0584,2014-05-01,7,8,1,0,3,0.09326425
28.5245367075,813.649194377515,2014,14-0584,2014-05-08,8,9,1,0,3,0.09326425
28.5245367075,813.649194377515,2014,14-0584,2014-05-12,9,10,1,1,3,0.09326425
30.83340278,950.6987269937117,2014,14-1168,2014-05-26,1,2,0,0,3,0.4774811
30.83340278,950.6987269937117,2014,14-1168,2014-06-02,2,3,0,1,3,0.4774811
26.747913855,715.4508955945009,2019,19-176,2019-05-07,1,2,0,0,3,0.2379078
